,회사명,종합등급,환경,사회,지배구조,연도
0,AJ네트웍스,B,D,B,B,2020
1,AJ네트웍스,B,D,B,B,2021
2,AJ네트웍스,B+,C,B+,B+,2022
3,AJ네트웍스,B+,C,A,B+,2023
4,AJ네트웍스,B+,C,A,B+,2024
5,AK홀딩스,B+,C,B+,B+,2020
6,AK홀딩스,B+,B,B+,B+,2021
7,AK홀딩스,B+,B,A,B,2022
8,AK홀딩스,A,A,A+,B+,2023
9,AK홀딩스,A,A,A+,B+,2024
10,BGF,B+,B,A,B+,2020
11,BGF,A,A,A+,A,2021
12,BGF,B+,A,A+,B,2022
13,BGF,A,A,A+,B+,2023
14,BGF,A,A,A+,B+,2024
15,BGF리테일,A,B+,B+,A,2020
16,BGF리테일,A,A,A+,A,2021
17,BGF리테일,A,A,A+,A,2022
18,BGF리테일,A,A,A+,A,2023
19,BGF리테일,A,A,A+,A,2024
20,BNK금융지주,A+,B+,A+,A+,2020
21,BNK금융지주,A+,A,A+,A+,2021
22,BNK금융지주,A,A,A,A,2022
23,BNK금융지주,A,A,A+,A,2023
24,BNK금융지주,A,A,A+,A,2024
25,BYC,B,D,B,B+,2020
26,BYC,B,D,B,B+,2021
27,BYC,D,D,D,D,2022
28,BYC,D,D,D,D,2023
29,BYC,D,D,D,D,2024
30,CJ,A,B,A,A,2020
31,CJ,A,B+,A+,A,2021
32,CJ,B+,B+,A,B+,2022
33,CJ,A,A,A+,B+,2023
34,CJ,A,A,A+,B+,2024
35,CJ CGV,A,B,A,A,2020
36,CJ CGV,A,B,A,A,2021
37,CJ CGV,B+,B,B+,B+,2022
38,CJ CGV,A,A,A+,B+,2023
39,CJ CGV,A,A,A+,B+,2024
40,CJ대한통운,A,A,B,A,2020
41,CJ대한통운,A,A,A+,A,2021
42,CJ대한통운,B+,B+,A+,B,2022
43,CJ대한통운,A,A,A+,B+,2023
44,CJ대한통운,A,A,A+,B+,2024
45,CJ씨푸드,B,C,B+,B+,2020
46,CJ씨푸드,B,C,B+,B+,2021
47,CJ씨푸드,B,C,B,B,2022
48,CJ씨푸드,B+,B+,A,B,2023
49,CJ씨푸드,B+,B+,A,B,2024
50,CJ제일제당,A,A,A+,A,2020
51,CJ제일제당,A,A,A+,A,2020
52,CJ제일제당,A,A,A+,A,2021
53,CJ제일제당,A,A,A+,A,2021
54,CJ제일제당,A,A,A,B+,2022
55,CJ제일제당,A,A,A+,A,2023
56,CJ제일제당,A,A,A+,A,2024
57,CS홀딩스,C,D,C,B,2020
58,CS홀딩스,C,D,C,B,2020
59,CS홀딩스,B,D,C,B+,2021
60,CS홀딩스,B,D,C,B+,2021
61,CS홀딩스,C,D,D,B,2022
62,CS홀딩스,C,D,D,B,2023
63,CS홀딩스,C,D,D,B,2024
64,DB,B,D,B,B,2020
65,DB,B,D,B,B,2020
66,DB,B,D,B+,B+,2021
67,DB,B,D,B+,B+,2021
68,DB,B,D,B,B+,2022
69,DB,C,D,B,C,2023
70,DB,C,D,B,C,2024
71,DB금융투자,B,D,A,B,2020
72,DB금융투자,B,D,A,B,2020
73,DB금융투자,B,D,B+,B,2021
74,DB금융투자,B,D,B+,B,2021
75,DB금융투자,B,C,B,B,2022
76,DB금융투자,B,C,B,B+,2023
77,DB금융투자,B,C,B,B+,2024
78,DB손해보험,B+,A,A,B+,2020
79,DB손해보험,B+,A,A,B+,2020
80,DB손해보험,A,A,A+,B+,2021
81,DB손해보험,A,A,A+,B+,2021
82,DB손해보험,B+,B+,A,B+,2022
83,DB손해보험,B+,B+,A,B+,2023
84,DB손해보험,B+,B+,A,B+,2024
85,DB하이텍,B+,B+,A,B+,2020
86,DB하이텍,B+,B+,A,B+,2020
87,DB하이텍,A,A,A,A,2021
88,DB하이텍,A,A,A,A,2021
89,DB하이텍,B,B,B+,B,2022
90,DB하이텍,B+,A,A,B,2023
91,DB하이텍,B+,A,A,B,2024
92,DGB금융지주,A+,A,A+,A+,2020
93,DGB금융지주,A+,A,A+,A+,2020
94,DGB금융지주,A+,A,A+,A+,2021
95,DGB금융지주,A+,A,A+,A+,2021
96,DGB금융지주,A,A+,A+,A,2022
97,DGB금융지주,A,A+,A,A,2023
98,DGB금융지주,A,A+,A,A,2024
99,DL,B+,A,B+,B+,2020
100,DL,B+,A,B+,B+,2020
101,DL,A,A+,A+,B+,2021
102,DL,A,A+,A+,B+,2021
103,DL,A,A,A+,A,2022
104,DL,A,A,A,A,2023
105,DL,A,A,A,A,2024
106,DL건설,B,B,B+,B,2020
107,DL건설,B,B,B+,B,2020
108,DL건설,B+,B+,A,B+,2021
109,DL건설,B+,B+,A,B+,2021
110,DL건설,A,A,A,B+,2022
111,DL건설,A,A,A+,B+,2023
112,DL건설,A,A,A+,B+,2024
113,DL이앤씨,NAN,NAN,NAN,NAN,2021
114,DL이앤씨,NAN,NAN,NAN,NAN,2021
115,DL이앤씨,A,A,A,A,2022
116,DL이앤씨,A,A,B+,A,2023
117,DL이앤씨,A,A,B+,A,2024
118,DN오토모티브,B,B,C,B,2020
119,DN오토모티브,B,B,C,B,2020
120,DN오토모티브,B,B,C,B+,2021
121,DN오토모티브,C,C,D,B,2022
122,DN오토모티브,C,C,B,D,2023
123,DN오토모티브,C,C,B,D,2024
124,DRB동일,B,B,B,B,2020
125,DRB동일,B+,B,B+,B+,2021
126,DRB동일,C,D,B+,B,2022
127,DRB동일,B+,B,A,B+,2023
128,DRB동일,B+,B,A,B+,2024
129,DSR,C,B,B,C,2020
130,DSR,B,B,B,B,2021
131,DSR,D,D,C,D,2022
132,DSR,D,C,C,D,2023
133,DSR,D,C,C,D,2024
134,DSR제강,C,C,B,C,2020
135,DSR제강,C,C,C,B+,2021
136,DSR제강,C,D,C,B,2022
137,DSR제강,C,C,C,B,2023
138,DSR제강,C,C,C,B,2024
139,E1,B,C,A,B+,2020
140,E1,B+,B+,A,B+,2021
141,E1,B+,B+,B+,B+,2022
142,E1,A,A,A,B+,2023
143,E1,A,A,A,B+,2024
144,ESR켄달스퀘어리츠,NAN,NAN,NAN,NAN,2022
145,ESR켄달스퀘어리츠,NAN,NAN,NAN,NAN,2023
146,ESR켄달스퀘어리츠,NAN,NAN,NAN,NAN,2024
147,F&F,NAN,NAN,NAN,NAN,2021
148,F&F,NAN,NAN,NAN,NAN,2022
149,F&F,B+,B+,A+,B,2023
150,F&F,B+,B+,A+,B,2024
151,F&F 홀딩스,D,D,C,C,2020
152,F&F 홀딩스,B+,B+,A,B+,2021
153,F&F 홀딩스,B,B,B+,B,2022
154,F&F 홀딩스,A,B+,A+,B+,2023
155,F&F 홀딩스,A,B+,A+,B+,2024
156,GKL,B+,C,A,A,2020
157,GKL,B+,B+,B+,B+,2021
158,GKL,A,B,A,A,2022
159,GKL,B+,B,A,B+,2023
160,GKL,B+,B,A,B+,2024
161,GS,B+,C,A,A,2020
162,GS,A,A,A,A,2021
163,GS,A,B+,A+,A,2022
164,GS,B,B+,A+,C,2023
165,GS,B,B+,A+,C,2024
166,GS건설,A,A,B+,A,2020
167,GS건설,A,A,A+,A,2021
168,GS건설,A,A,A,A,2022
169,GS건설,A,A,B+,A,2023
170,GS건설,A,A,B+,A,2024
171,GS글로벌,B,D,B+,B+,2020
172,GS글로벌,B+,B,B+,A,2021
173,GS글로벌,B+,C,B+,B+,2022
174,GS글로벌,B+,B+,B+,B+,2023
175,GS글로벌,B+,B+,B+,B+,2024
176,GS리테일,B,C,B,B+,2020
177,GS리테일,A,A,A,A,2021
178,GS리테일,A,B+,A,A,2022
179,GS리테일,A,A+,A,A,2023
180,GS리테일,A,A+,A,A,2024
181,HDC,B+,C,B+,B+,2020
182,HDC,B+,B,B+,A,2021
183,HDC,C,D,B,C,2022
184,HDC,B+,B+,A,B,2023
185,HDC,B+,B+,A,B,2024
186,HDC랩스,C,D,C,B,2020
187,HDC랩스,B,C,B,B+,2021
188,HDC랩스,D,D,D,D,2022
189,HDC랩스,D,D,D,C,2023
190,HDC랩스,D,D,D,C,2024
191,HDC현대EP,B,B,B+,B,2020
192,HDC현대EP,B+,B,B+,B+,2021
193,HDC현대EP,C,C,B,C,2022
194,HDC현대EP,B+,B+,B+,B,2023
195,HDC현대EP,B+,B+,B+,B,2024
196,HDC현대산업개발,C,C,C,B+,2020
197,HDC현대산업개발,B,B,C,B+,2021
198,HDC현대산업개발,C,D,C,B,2022
199,HDC현대산업개발,B+,B+,A,B,2023
200,HDC현대산업개발,B+,B+,A,B,2024
201,HD한국조선해양,B+,B+,C,A,2020
202,HD한국조선해양,A,A,B+,A,2021
203,HD한국조선해양,B+,B+,A,B+,2022
204,HD한국조선해양,A,A,A+,A,2023
205,HD한국조선해양,A,A,A+,A,2024
206,HD현대,A,B+,A,A,2020
207,HD현대,A,A,A+,A,2021
208,HD현대,A,B+,A,A,2022
209,HD현대,A,B+,A+,B+,2023
210,HD현대,A,B+,A+,B+,2024
211,HD현대건설기계,A,B+,A,A,2020
212,HD현대건설기계,A,B+,A+,A,2021
213,HD현대건설기계,A,B+,A,A,2022
214,HD현대건설기계,A+,A+,A+,A,2023
215,HD현대건설기계,A+,A+,A+,A,2024
216,HD현대마린엔진,B,C,B+,B+,2020
217,HD현대마린엔진,B,C,B,B+,2021
218,HD현대마린엔진,C,D,B,B,2022
219,HD현대마린엔진,C,C,C,B,2023
220,HD현대마린엔진,C,C,C,B,2024
221,HD현대미포,A,A,A+,A,2020
222,HD현대미포,A,A,A+,A,2021
223,HD현대미포,B+,B+,A,B+,2022
224,HD현대미포,A,A,A+,B+,2023
225,HD현대미포,A,A,A+,B+,2024
226,HD현대에너지솔루션,A,A,A+,B+,2021
227,HD현대에너지솔루션,A,A,A+,B+,2022
228,HD현대에너지솔루션,A,A,A,B+,2023
229,HD현대에너지솔루션,A,A,A,B+,2024
230,HD현대인프라코어,A,A,A+,A,2020
231,HD현대인프라코어,A,A,A+,A,2021
232,HD현대인프라코어,B+,B+,A,B+,2022
233,HD현대인프라코어,A,A+,A+,B+,2023
234,HD현대인프라코어,A,A+,A+,B+,2024
235,HD현대일렉트릭,A,A,A+,A,2020
236,HD현대일렉트릭,A,A,A+,A,2021
237,HD현대일렉트릭,B+,B+,A,B+,2022
238,HD현대일렉트릭,A,A,A+,A,2023
239,HD현대일렉트릭,A,A,A+,A,2024
240,HD현대중공업,NAN,NAN,NAN,NAN,2021
241,HD현대중공업,B+,B+,A,B+,2022
242,HD현대중공업,A,A,A,B+,2023
243,HD현대중공업,A,A,A,B+,2024
244,HJ중공업,B,B,B,B+,2020
245,HJ중공업,B,C,B,B+,2021
246,HJ중공업,B,C,B+,B+,2022
247,HJ중공업,B+,B,B+,B+,2023
248,HJ중공업,B+,B,B+,B+,2024
249,HL D&I,B+,B,B+,B+,2020
250,HL D&I,B+,B+,B+,B+,2021
251,HL D&I,B+,B+,A,B+,2022
252,HL D&I,A,A,A+,B+,2023
253,HL D&I,A,A,A+,B+,2024
254,HLB글로벌,C,D,B,C,2020
255,HLB글로벌,C,D,C,B,2021
256,HLB글로벌,D,D,C,D,2022
257,HLB글로벌,D,D,D,D,2023
258,HLB글로벌,D,D,D,D,2024
259,HL만도,A,A,A+,A,2020
260,HL만도,A,B+,A+,A,2021
261,HL만도,A,A,A,B+,2022
262,HL만도,A,B+,A+,A,2023
263,HL만도,A,B+,A+,A,2024
264,HL홀딩스,B+,B,B+,A,2020
265,HL홀딩스,A,B,A+,A,2021
266,HL홀딩스,B+,B+,A,B+,2022
267,HL홀딩스,A,A,A+,A,2023
268,HL홀딩스,A,A,A+,A,2024
269,HMM,A,A,A+,A,2020
270,HMM,A,A,A+,A,2021
271,HMM,A,A+,A,B+,2022
272,HMM,A,A+,A+,B+,2023
273,HMM,A,A+,A+,B+,2024
274,HS애드,B,D,B+,B+,2020
275,HS애드,B,D,B,B,2021
276,HS애드,B,D,B,B+,2022
277,HS애드,B,D,C,B+,2023
278,HS애드,B,D,C,B+,2024
279,HS화성,B,C,B,B+,2020
280,HS화성,B,C,B+,B+,2021
281,HS화성,B,C,B+,B,2022
282,HS화성,C,C,C,B+,2023
283,HS화성,C,C,C,B+,2024
284,HS효성첨단소재,A+,A+,A+,A,2020
285,HS효성첨단소재,A,A,A+,A,2021
286,HS효성첨단소재,A,B+,A+,A,2022
287,HS효성첨단소재,A,A,A+,A,2023
288,HS효성첨단소재,A,A,A+,A,2024
289,JB금융지주,A+,A,A,A+,2020
290,JB금융지주,A+,A,A+,A+,2021
291,JB금융지주,A,A,A+,A,2022
292,JB금융지주,A,A+,A,A,2023
293,JB금융지주,A,A+,A,A,2024
294,JW생명과학,B+,B+,B+,B+,2020
295,JW생명과학,B,B,B+,B,2021
296,JW생명과학,C,C,B+,C,2022
297,JW생명과학,B+,B+,A,B,2023
298,JW생명과학,B+,B+,A,B,2024
299,JW중외제약,B,B,B+,B,2020
300,JW중외제약,B,C,B+,B+,2021
301,JW중외제약,C,B,B+,D,2022
302,JW중외제약,B+,B,A,B+,2023
303,JW중외제약,B+,B,A,B+,2024
304,JW홀딩스,B+,C,B+,B+,2020
305,JW홀딩스,B,D,B+,B+,2021
306,JW홀딩스,B+,C,B+,B+,2022
307,JW홀딩스,B+,B,A,B+,2023
308,JW홀딩스,B+,B,A,B+,2024
309,KB금융,A+,A+,A+,A+,2020
310,KB금융,A+,A+,A+,A+,2021
311,KB금융,A+,A+,A+,A+,2022
312,KB금융,A+,A+,A+,A+,2023
313,KB금융,A+,A+,A+,A+,2024
314,KC그린홀딩스,B,B,B+,B,2020
315,KC그린홀딩스,B,D,C,B+,2021
316,KC그린홀딩스,D,D,D,C,2022
317,KC그린홀딩스,C,C,D,C,2023
318,KC그린홀딩스,C,C,D,C,2023
319,KC그린홀딩스,C,C,D,C,2023
320,KC그린홀딩스,C,C,D,C,2023
321,KC그린홀딩스,C,C,D,C,2024
322,KC코트렐,B,B,B,B,2020
323,KC코트렐,C,D,C,B+,2021
324,KC코트렐,D,D,D,C,2022
325,KC코트렐,C,C,D,C,2023
326,KC코트렐,C,C,D,C,2023
327,KC코트렐,C,C,D,C,2023
328,KC코트렐,C,C,D,C,2023
329,KC코트렐,C,C,D,C,2024
330,KEC,B,B+,B+,C,2020
331,KEC,B,B,B+,B,2021
332,KEC,C,C,D,C,2022
333,KEC,D,C,C,D,2023
334,KEC,D,C,C,D,2023
335,KEC,D,C,C,D,2023
336,KEC,D,C,C,D,2023
337,KEC,D,C,C,D,2024
338,KG모빌리티,B+,B+,B,B+,2020
339,KG모빌리티,D,C,C,D,2023
340,KG모빌리티,D,C,C,D,2023
341,KG모빌리티,D,C,C,D,2023
342,KG모빌리티,D,C,C,D,2023
343,KG모빌리티,D,C,C,D,2024
344,KG스틸,B,B,B+,B,2020
345,KG스틸,B,B+,B,B,2021
346,KG스틸,C,B,B+,D,2022
347,KG스틸,B,B+,A,C,2023
348,KG스틸,B,B+,A,C,2023
349,KG스틸,B,B+,A,C,2023
350,KG스틸,B,B+,A,C,2023
351,KG스틸,B,B+,A,C,2024
352,KG케미칼,D,C,C,D,2020
353,KG케미칼,C,C,C,B,2021
354,KG케미칼,D,D,D,D,2022
355,KG케미칼,C,C,D,C,2023
356,KG케미칼,C,C,D,C,2023
357,KG케미칼,C,C,D,C,2023
358,KG케미칼,C,C,D,C,2023
359,KG케미칼,C,C,D,C,2024
360,KH 필룩스,C,C,B,B,2020
361,KH 필룩스,C,C,B,C,2021
362,KH 필룩스,D,D,C,D,2022
363,KH 필룩스,D,C,C,D,2023
364,KH 필룩스,D,C,C,D,2023
365,KH 필룩스,D,C,C,D,2023
366,KH 필룩스,D,C,C,D,2023
367,KH 필룩스,D,C,C,D,2024
368,KIB플러그에너지,C,B,C,C,2020
369,KIB플러그에너지,C,D,C,B,2021
370,KIB플러그에너지,D,D,C,D,2022
371,KIB플러그에너지,D,D,D,D,2023
372,KIB플러그에너지,D,D,D,D,2023
373,KIB플러그에너지,D,D,D,D,2023
374,KIB플러그에너지,D,D,D,D,2023
375,KIB플러그에너지,D,D,D,D,2024
376,KISCO홀딩스,C,B,B,C,2020
377,KISCO홀딩스,B,B,B,B,2021
378,KISCO홀딩스,C,C,D,C,2022
379,KISCO홀딩스,D,C,D,D,2023
380,KISCO홀딩스,D,C,D,D,2023
381,KISCO홀딩스,D,C,D,D,2023
382,KISCO홀딩스,D,C,D,D,2023
383,KISCO홀딩스,D,C,D,D,2024
384,KPX케미칼,B,B,C,B,2020
385,KPX케미칼,C,B,C,C,2021
386,KPX케미칼,D,C,C,D,2022
387,KPX케미칼,C,C,C,C,2023
388,KPX케미칼,C,C,C,C,2023
389,KPX케미칼,C,C,C,C,2023
390,KPX케미칼,C,C,C,C,2023
391,KPX케미칼,C,C,C,C,2024
392,KPX홀딩스,C,C,C,B,2020
393,KPX홀딩스,B,B,C,B+,2021
394,KPX홀딩스,C,D,C,C,2022
395,KPX홀딩스,C,C,C,C,2023
396,KPX홀딩스,C,C,C,C,2024
397,KR모터스,C,D,C,B,2020
398,KR모터스,C,D,C,B,2021
399,KR모터스,D,D,D,D,2022
400,KR모터스,D,D,D,D,2023
401,KR모터스,D,D,D,D,2024
402,KSS해운,B+,B,B+,B+,2020
403,KSS해운,A,B+,A+,A,2021
404,KSS해운,B+,B+,A,B+,2022
405,KSS해운,B+,B+,A,B+,2023
406,KSS해운,B+,B+,A,B+,2024
407,KTcs,B,D,B+,B+,2020
408,KTcs,A,B+,A,A,2021
409,KTcs,A,B+,A,A,2022
410,KTcs,A,A,A,A,2023
411,KTcs,A,A,A,A,2024
412,KTis,B,D,B+,B+,2020
413,KTis,A,B+,A+,A,2021
414,KTis,B+,B+,B+,B+,2022
415,KTis,B+,B+,A,B+,2023
416,KTis,B+,B+,A,B+,2024
417,LF,B,D,B,B+,2020
418,LF,B,D,B,B+,2021
419,LF,B,D,B,B+,2022
420,LF,B+,B,B,B+,2023
421,LF,B+,B,B,B+,2024
422,LG,A,B+,A+,B+,2020
423,LG,A,A,A+,A,2021
424,LG,A,B+,A+,A,2022
425,LG,A,A,A+,A,2023
426,LG,A,A,A+,A,2024
427,LG디스플레이,B+,B,A,B+,2020
428,LG디스플레이,B+,B,A,B+,2021
429,LG디스플레이,A,A,A,B+,2022
430,LG디스플레이,B+,A,A+,B,2023
431,LG디스플레이,B+,A,A+,B,2024
432,LG생활건강,A,A,A+,A,2020
433,LG생활건강,A,A,A+,A,2021
434,LG생활건강,A,A,A+,A,2022
435,LG생활건강,A,A,A+,A,2023
436,LG생활건강,A,A,A+,A,2024
437,LG에너지솔루션,NAN,NAN,NAN,NAN,2021
438,LG에너지솔루션,NAN,NAN,NAN,NAN,2022
439,LG에너지솔루션,NAN,NAN,NAN,NAN,2023
440,LG에너지솔루션,NAN,NAN,NAN,NAN,2024
441,LG유플러스,B,B+,B+,B,2020
442,LG유플러스,A,A,A+,A,2021
443,LG유플러스,A,A,B+,A,2022
444,LG유플러스,A,A,A,A,2024
445,LG이노텍,A,A,A+,B+,2020
446,LG이노텍,A,A,A+,A,2021
447,LG이노텍,A,A,A+,A,2022
448,LG이노텍,A,A,A+,A,2024
449,LG전자,B+,A,A+,B,2020
450,LG전자,A,A,A+,A,2021
451,LG전자,A,A,A+,A,2022
452,LG전자,A,A+,A,A,2024
453,LG헬로비전,B+,D,B+,A,2020
454,LG헬로비전,B+,C,A,A,2021
455,LG헬로비전,A,B,A,A,2022
456,LG헬로비전,A,B+,A+,A,2024
457,LG화학,B,C,A,B+,2020
458,LG화학,B+,B+,A,B+,2021
459,LG화학,B,C,A,B+,2022
460,LG화학,A,B+,A+,A,2024
461,LIG넥스원,A,B+,A,A,2020
462,LIG넥스원,A,A,A+,A,2021
463,LIG넥스원,A,A,A+,A,2022
464,LIG넥스원,A,A,A+,A,2024
465,LS,B+,B,B+,A,2020
466,LS,A,B+,A+,B+,2021
467,LS,C,B+,A,C,2022
468,LS,A,A,A,A,2024
469,LS네트웍스,B,D,B+,B,2020
470,LS네트웍스,C,D,C,B,2021
471,LS네트웍스,B,C,B+,B,2022
472,LS네트웍스,B+,B,A,B+,2024
473,LS에코에너지,B,D,C,B+,2020
474,LS에코에너지,B,D,C,B+,2021
475,LS에코에너지,C,D,D,B,2022
476,LS에코에너지,C,D,C,B,2024
477,LX세미콘,B,C,B+,B+,2020
478,LX세미콘,B+,B,B+,B+,2021
479,LX세미콘,A,A,A+,B+,2022
480,LX세미콘,B+,A,A,B+,2024
481,LX인터내셔널,A,A,A+,A,2020
482,LX인터내셔널,A,A,A+,A,2021
483,LX인터내셔널,A,B+,A,A,2022
484,LX인터내셔널,B+,B+,A+,B,2024
485,LX하우시스,A,A,A+,A,2020
486,LX하우시스,A,A,A+,A,2021
487,LX하우시스,A,B+,A,A,2022
488,LX하우시스,A,A,A,B+,2024
489,LX홀딩스,NAN,NAN,NAN,NAN,2022
490,LX홀딩스,B+,B+,A,B+,2024
491,MH에탄올,B,C,B,B+,2020
492,MH에탄올,B,B,D,B+,2021
493,MH에탄올,C,C,D,B,2022
494,MH에탄올,D,D,D,C,2024
495,NAVER,A,B+,B+,A+,2020
496,NAVER,A+,A,A,A+,2021
497,NAVER,A,A,A,A,2022
498,NAVER,A+,A,A+,A+,2024
499,NH투자증권,B+,B,A+,B+,2020
500,NH투자증권,A,A,A+,A,2021
501,NH투자증권,B+,A,A,B+,2022
502,NH투자증권,A,A,A,A,2024
503,NICE,B,D,B,B+,2020
504,NICE,B+,B,A,B+,2021
505,NICE,B+,C,B+,B+,2022
506,NICE,B+,B,A,B+,2024
507,NICE평가정보,B,D,B,B,2020
508,NICE평가정보,B+,B,A,B,2021
509,NICE평가정보,NAN,NAN,NAN,NAN,2022
510,NICE평가정보,NAN,NAN,NAN,NAN,2024
511,NI스틸,C,D,C,B,2020
512,NI스틸,C,D,C,B,2021
513,NI스틸,D,D,D,C,2022
514,NI스틸,D,D,D,D,2024
515,OCI,NAN,NAN,NAN,NAN,2024
516,OCI홀딩스,A,A,A+,A,2020
517,OCI홀딩스,A,B+,A+,A,2021
518,OCI홀딩스,A,B+,A,A,2022
519,OCI홀딩스,A,A,A,A,2024
520,PI첨단소재,B,C,B,B+,2020
521,PI첨단소재,B+,B+,B,B+,2021
522,PI첨단소재,NAN,NAN,NAN,NAN,2022
523,PI첨단소재,B+,B+,A,B,2024
524,POSCO홀딩스,A,A,B,A+,2020
525,POSCO홀딩스,A,A,B+,A+,2021
526,POSCO홀딩스,A,A,A,A+,2022
527,POSCO홀딩스,A+,A,A+,A+,2024
528,S-Oil,A+,A,A+,A+,2020
529,S-Oil,A,B+,A+,A+,2021
530,S-Oil,A,B,A+,A+,2022
531,S-Oil,A+,A,A+,A+,2024
532,SBS,B,C,B,B+,2020
533,SBS,B,D,B+,B+,2021
534,SBS,C,D,D,B+,2022
535,SBS,B+,B+,A,B+,2024
536,SGC에너지,C,C,B,C,2020
537,SGC에너지,B+,B+,A,B+,2021
538,SGC에너지,B+,B+,A,B+,2022
539,SGC에너지,B+,A,A,B,2024
540,SG글로벌,D,C,C,D,2020
541,SG글로벌,C,C,C,C,2021
542,SG글로벌,D,D,D,D,2022
543,SG글로벌,D,C,D,D,2024
544,SG세계물산,C,D,B,C,2020
545,SG세계물산,C,D,B,C,2021
546,SG세계물산,D,D,D,D,2022
547,SG세계물산,D,D,D,D,2024
548,SHD,D,D,C,D,2020
549,SHD,C,D,C,B,2021
550,SHD,D,D,D,C,2022
551,SHD,C,D,D,B,2024
552,SH에너지화학,C,C,C,B+,2020
553,SH에너지화학,B,B,D,B+,2021
554,SH에너지화학,C,C,D,B+,2022
555,SH에너지화학,C,C,D,B,2024
556,SIMPAC,C,C,B,C,2020
557,SIMPAC,B,B,B,B,2021
558,SIMPAC,D,D,C,D,2022
559,SIMPAC,D,C,C,D,2024
560,SJG세종,C,B,B+,C,2020
561,SJG세종,B,B,B,B,2021
