,회사명,종합등급,환경,사회,지배구조,연도
562,SJG세종,C,D,B,D,2022
563,SJG세종,D,C,C,D,2023
564,SJG세종,D,C,C,D,2024
565,SK,A+,A,A+,A+,2020
566,SK,A+,A+,A+,A+,2021
567,SK,A+,A,A,A+,2022
568,SK,A+,A,A+,A+,2023
569,SK,A+,A,A+,A+,2024
570,SKC,B+,B+,A+,B,2020
571,SKC,A,A,A+,B+,2021
572,SKC,A,B+,A+,A,2022
573,SKC,A+,A+,A+,A,2023
574,SKC,A+,A+,A+,A,2024
575,SK가스,A,B+,A+,A,2020
576,SK가스,A,A,A+,A,2021
577,SK가스,A,A,A+,A,2022
578,SK가스,A+,A+,A+,A,2023
579,SK가스,A+,A+,A+,A,2024
580,SK네트웍스,A,B+,A+,A,2020
581,SK네트웍스,A,B+,A+,A,2021
582,SK네트웍스,A,A,A+,B+,2022
583,SK네트웍스,A,A,A+,A,2023
584,SK네트웍스,A,A,A+,A,2024
585,SK디스커버리,A,B,A,A,2020
586,SK디스커버리,A,A,A+,A,2021
587,SK디스커버리,A,A,A+,B+,2022
588,SK디스커버리,A,A+,A+,A,2023
589,SK디스커버리,A,A+,A+,A,2024
590,SK디앤디,B,C,B,B+,2020
591,SK디앤디,A,A,A+,A,2021
592,SK디앤디,A,A,A,A,2022
593,SK디앤디,A,A,A+,A,2023
594,SK디앤디,A,A,A+,A,2024
595,SK렌터카,B,B,C,B,2020
596,SK렌터카,A,B+,A+,B+,2021
597,SK렌터카,B+,A,A,B+,2022
598,SK렌터카,A,A+,A+,A,2023
599,SK렌터카,A,A+,A+,A,2024
600,SK바이오사이언스,NAN,NAN,NAN,NAN,2021
601,SK바이오사이언스,A,A,A+,A,2022
602,SK바이오사이언스,A,B+,A,A,2023
603,SK바이오사이언스,A,B+,A,A,2024
604,SK스퀘어,NAN,NAN,NAN,NAN,2022
605,SK스퀘어,A,A,A+,A,2023
606,SK스퀘어,A,A,A+,A,2024
607,SK아이이테크놀로지,NAN,NAN,NAN,NAN,2021
608,SK아이이테크놀로지,NAN,NAN,NAN,NAN,2022
609,SK아이이테크놀로지,A,A,A+,B+,2023
610,SK아이이테크놀로지,A,A,A+,B+,2024
611,SK이노베이션,A,A,A,A,2020
612,SK이노베이션,A+,A,A+,A+,2021
613,SK이노베이션,A,B+,A+,A+,2022
614,SK이노베이션,A+,A,A+,A+,2023
615,SK이노베이션,A+,A,A+,A+,2024
616,SK증권,B,D,A,B,2020
617,SK증권,B+,C,A,B+,2021
618,SK증권,B+,C,B+,B+,2022
619,SK증권,B+,B,B+,B+,2023
620,SK증권,B+,B,B+,B+,2024
621,SK케미칼,B+,B+,A,B+,2020
622,SK케미칼,A,A,A+,A,2021
623,SK케미칼,A+,A+,A+,A,2022
624,SK케미칼,A+,A+,A+,A,2023
625,SK케미칼,A+,A+,A+,A,2024
626,SK텔레콤,A,A+,A,A,2020
627,SK텔레콤,A,A,A+,A,2021
628,SK텔레콤,A,A+,A,A,2022
629,SK텔레콤,A,A,A,A,2023
630,SK텔레콤,A,A,A,A,2024
631,SK하이닉스,A,A,A+,A,2020
632,SK하이닉스,A,B+,A+,A,2021
633,SK하이닉스,B+,B+,A,B+,2022
634,SK하이닉스,A,A,A+,A,2023
635,SK하이닉스,A,A,A+,A,2024
636,SNT다이내믹스,B+,B+,B+,B+,2020
637,SNT다이내믹스,B,B,C,B,2021
638,SNT다이내믹스,C,C,C,B,2022
639,SNT다이내믹스,C,C,C,C,2023
640,SNT다이내믹스,C,C,C,C,2024
641,SNT모티브,B+,B,B+,B+,2020
642,SNT모티브,B,C,B,B+,2021
643,SNT모티브,C,C,D,B,2022
644,SNT모티브,C,C,C,C,2023
645,SNT모티브,C,C,C,C,2024
646,SNT에너지,B+,B,B,B+,2020
647,SNT에너지,B,B,B,B,2021
648,SNT에너지,C,D,C,C,2022
649,SNT에너지,D,D,C,D,2023
650,SNT에너지,D,D,C,D,2024
651,SNT홀딩스,B+,C,B+,B+,2020
652,SNT홀딩스,B+,B,B,B+,2021
653,SNT홀딩스,C,C,C,B,2022
654,SNT홀딩스,B,C,C,B+,2023
655,SNT홀딩스,B,C,C,B+,2024
656,SPC삼립,B+,B,A,B,2020
657,SPC삼립,B+,B,A,B+,2021
658,SPC삼립,B,C,B+,B,2022
659,SPC삼립,D,C,C,D,2023
660,SPC삼립,D,C,C,D,2024
661,STX,B,C,B+,B,2020
662,STX,B,D,B,B+,2021
663,STX,C,D,C,C,2022
664,STX,C,D,C,C,2023
665,STX,C,D,C,C,2024
666,STX엔진,B+,B+,B+,B,2020
667,STX엔진,B+,B,B,B+,2021
668,STX엔진,C,D,B,D,2022
669,STX엔진,C,C,B,D,2023
670,STX엔진,C,C,B,D,2024
671,SUN&L,B+,B,B,B+,2020
672,SUN&L,B+,B,B,B+,2021
673,SUN&L,C,D,C,B,2022
674,SUN&L,C,C,C,C,2023
675,SUN&L,C,C,C,C,2024
676,TCC스틸,C,B,B,C,2020
677,TCC스틸,B,B,C,B,2021
678,TCC스틸,C,C,C,C,2022
679,TCC스틸,C,B+,B+,D,2023
680,TCC스틸,C,B+,B+,D,2024
681,TP,C,D,B+,B,2020
682,TP,B,C,B+,B,2021
683,TP,C,D,B,D,2022
684,TP,D,D,C,D,2023
685,TP,D,D,C,D,2024
686,TYM,B+,B,B+,B+,2020
687,TYM,A,B+,A+,B+,2021
688,TYM,B+,B,B+,B+,2022
689,TYM,B+,B+,A,B,2023
690,TYM,B+,B+,A,B,2024
691,WISCOM,C,C,C,B+,2020
692,WISCOM,C,C,C,B+,2021
693,WISCOM,C,D,D,B,2022
694,WISCOM,C,C,C,B,2023
695,WISCOM,C,C,C,B,2024
696,YG PLUS,B,D,B,B,2020
697,YG PLUS,C,D,C,B,2021
698,YG PLUS,D,D,D,D,2022
699,YG PLUS,D,D,D,D,2023
700,YG PLUS,D,D,D,D,2024
701,가온전선,B+,B,B+,B+,2020
702,가온전선,B+,B,B+,B+,2021
703,가온전선,B,C,B+,B+,2022
704,가온전선,B+,B+,A,B,2023
705,가온전선,B+,B+,A,B,2024
706,강남제비스코,B,B,C,B,2020
707,강남제비스코,B,B,B,B+,2021
708,강남제비스코,C,C,B,B,2022
709,강남제비스코,B+,B+,B+,B+,2023
710,강남제비스코,B+,B+,B+,B+,2024
711,강원랜드,A,B,A,A,2020
712,강원랜드,A,B+,A,A,2021
713,강원랜드,A,B+,A+,A,2022
714,강원랜드,A,A+,A+,A,2023
715,강원랜드,A,A+,A+,A,2024
716,갤럭시아에스엠,C,D,C,C,2020
717,갤럭시아에스엠,C,D,D,B,2021
718,갤럭시아에스엠,D,D,D,D,2022
719,갤럭시아에스엠,D,D,D,D,2023
720,갤럭시아에스엠,D,D,D,D,2024
721,경농,C,B,B+,C,2020
722,경농,B,B,B,B,2021
723,경농,C,C,D,B,2022
724,경농,C,C,D,B+,2023
725,경농,C,C,D,B+,2024
726,경동나비엔,B+,B,B+,B+,2020
727,경동나비엔,B+,B+,B+,B+,2021
728,경동나비엔,C,C,B,D,2022
729,경동나비엔,B,B+,A,C,2023
730,경동나비엔,B,B+,A,C,2024
731,경동도시가스,B+,B,A,B+,2020
732,경동도시가스,A,B+,A,A,2021
733,경동도시가스,B,C,B+,B,2022
734,경동도시가스,C,C,B+,D,2023
735,경동도시가스,C,C,B+,D,2024
736,경동인베스트,B,C,B,B+,2020
737,경동인베스트,B+,B+,A,B+,2021
738,경동인베스트,C,C,B+,C,2022
739,경동인베스트,C,C,B+,C,2023
740,경동인베스트,C,C,B+,C,2024
741,경방,C,C,B,B,2020
742,경방,C,C,C,B+,2021
743,경방,D,C,D,D,2022
744,경방,C,C,D,C,2023
745,경방,C,C,D,C,2024
746,경보제약,B,B,B,B,2020
747,경보제약,B+,B+,A,B+,2021
748,경보제약,B+,B,A,B+,2022
749,경보제약,B+,B+,A,B+,2023
750,경보제약,B+,B+,A,B+,2024
751,경인양행,B,B,C,B,2020
752,경인양행,C,C,B,B,2021
753,경인양행,C,B,B+,D,2022
754,경인양행,C,B+,B+,D,2023
755,경인양행,C,B+,B+,D,2024
756,경인전자,C,D,C,B,2020
757,경인전자,C,D,C,B,2021
758,경인전자,D,D,D,D,2022
759,경인전자,D,D,D,C,2023
760,경인전자,D,D,D,C,2024
761,계룡건설산업,B,B,B,B+,2020
762,계룡건설산업,C,D,D,B+,2021
763,계룡건설산업,C,B,B,C,2022
764,계룡건설산업,B+,B+,B+,B,2023
765,계룡건설산업,B+,B+,B+,B,2024
766,계양전기,B,B,B+,B,2020
767,계양전기,B,B,B+,B,2021
768,계양전기,C,C,B,D,2022
769,계양전기,C,C,C,C,2023
770,계양전기,C,C,C,C,2024
771,고려산업,C,C,C,C,2020
772,고려산업,C,C,D,B,2021
773,고려산업,D,D,D,D,2022
774,고려산업,D,D,D,C,2023
775,고려산업,D,D,D,C,2024
776,고려아연,B,B+,C,B+,2020
777,고려아연,B,B+,C,B+,2021
778,고려아연,B,B+,A,C,2022
779,고려아연,B,A,A,C,2023
780,고려아연,B,A,A,C,2024
781,고려제강,B,B+,B+,C,2020
782,고려제강,B+,B+,B,B+,2021
783,고려제강,D,C,C,D,2022
784,고려제강,C,C,B,D,2023
785,고려제강,C,C,B,D,2024
786,광동제약,B,C,B+,B+,2020
787,광동제약,B,C,B+,B+,2021
788,광동제약,C,D,B,B,2022
789,광동제약,C,C,B,C,2023
790,광동제약,C,C,B,C,2024
791,광명전기,C,C,C,C,2020
792,광명전기,C,C,D,B,2021
793,광명전기,D,D,C,D,2022
794,광명전기,D,C,C,D,2023
795,광명전기,D,C,C,D,2024
796,광전자,B,C,B,B+,2020
797,광전자,B,C,B,B+,2021
798,광전자,D,D,D,C,2022
799,광전자,D,C,D,D,2023
800,광전자,D,C,D,D,2024
801,광주신세계,B+,C,A,B+,2020
802,광주신세계,A,B+,A,A,2021
803,광주신세계,B+,B+,A,B+,2022
804,광주신세계,A,A,A+,A,2023
805,광주신세계,A,A,A+,A,2024
806,교보증권,B,D,B+,B,2020
807,교보증권,B,D,B+,B,2021
808,교보증권,B+,B+,B+,B+,2022
809,교보증권,B+,A,A,B+,2023
810,교보증권,B+,A,A,B+,2024
811,교촌에프앤비,C,D,C,B,2022
812,교촌에프앤비,C,C,C,B,2023
813,교촌에프앤비,C,C,C,B,2024
814,국도화학,B,B,B,B,2020
815,국도화학,B,B,C,B+,2021
816,국도화학,D,C,D,D,2022
817,국도화학,D,C,D,D,2023
818,국도화학,D,C,D,D,2024
819,국동,B,D,C,B+,2020
820,국동,B,D,B,B+,2021
821,국동,D,D,C,D,2022
822,국동,C,D,C,C,2023
823,국동,C,D,C,C,2024
824,국보,C,B,C,C,2020
825,국보,D,D,D,C,2021
826,국보,D,D,D,D,2022
827,국보,D,C,D,D,2023
828,국보,D,C,D,D,2024
829,국제약품,C,D,B,C,2020
830,국제약품,B,D,B,B+,2021
831,국제약품,C,D,C,B,2022
832,국제약품,C,D,C,B,2023
833,국제약품,C,D,C,B,2024
834,그린케미칼,B,B,B,B,2020
835,그린케미칼,B,B,C,B,2021
836,그린케미칼,D,D,D,D,2022
837,그린케미칼,C,C,C,B,2023
838,그린케미칼,C,C,C,B,2024
839,극동유화,B,B,C,B,2020
840,극동유화,B,B,C,B,2021
841,극동유화,D,D,C,D,2022
842,극동유화,D,D,D,D,2023
843,극동유화,D,D,D,D,2024
844,금강공업,C,C,B,B,2020
845,금강공업,C,C,C,B+,2021
846,금강공업,C,D,D,B,2022
847,금강공업,C,C,D,B,2023
848,금강공업,C,C,D,B,2024
849,금비,C,C,B,C,2020
850,금비,C,C,C,B,2021
851,금비,D,D,D,D,2022
852,금비,D,C,D,D,2023
853,금비,D,C,D,D,2024
854,금양,D,D,C,C,2020
855,금양,C,D,C,B+,2021
856,금양,D,D,D,C,2022
857,금양,D,D,D,D,2023
858,금양,D,D,D,D,2024
859,금호건설,C,B,B+,C,2020
860,금호건설,C,C,D,C,2021
861,금호건설,C,C,B+,D,2022
862,금호건설,B,B,B+,B,2023
863,금호건설,B,B,B+,B,2024
864,금호석유화학,A,B+,A,A,2020
865,금호석유화학,B+,B,A,A,2021
866,금호석유화학,A,B+,A,A,2022
867,금호석유화학,A,A,A+,A,2023
868,금호석유화학,A,A,A+,A,2024
869,금호에이치티,D,D,C,C,2020
870,금호에이치티,C,C,C,B,2021
871,금호에이치티,D,D,D,D,2022
872,금호에이치티,D,C,C,D,2023
873,금호에이치티,D,C,C,D,2024
874,금호전기,B,B,B,B,2020
875,금호전기,B,C,B,B+,2021
876,금호전기,D,D,C,D,2022
877,금호전기,D,C,C,D,2023
878,금호전기,D,C,C,D,2024
879,금호타이어,B,B,C,B+,2020
880,금호타이어,B+,B+,A,B+,2021
881,금호타이어,B+,B,A,B,2022
882,금호타이어,A,A,A+,B+,2023
883,금호타이어,A,A,A+,B+,2024
884,기신정기,C,D,B,B,2020
885,기신정기,C,D,C,B,2021
886,기신정기,D,D,D,D,2022
887,기신정기,D,D,D,D,2023
888,기신정기,D,D,D,D,2024
889,기아,A,A,A+,B+,2020
890,기아,A+,A+,A+,A,2021
891,기아,B+,A,A,B,2022
892,기아,B,A,A+,C,2023
893,기아,B,A,A+,C,2024
894,기업은행,B+,B+,A,B+,2020
895,기업은행,A,A,A+,A,2021
896,기업은행,A,A+,A+,B+,2022
897,기업은행,A,A+,A+,A,2023
898,기업은행,A,A+,A+,A,2024
899,까뮤이앤씨,C,D,C,B,2020
900,까뮤이앤씨,C,D,C,B+,2021
901,까뮤이앤씨,C,D,D,B,2022
902,까뮤이앤씨,C,D,D,B,2023
903,까뮤이앤씨,C,D,D,B,2024
904,깨끗한나라,B+,B,B+,B+,2020
905,깨끗한나라,B,B+,B,B,2021
906,깨끗한나라,C,C,B,C,2022
907,깨끗한나라,B+,B+,B+,B,2023
908,깨끗한나라,B+,B+,B+,B,2024
909,남광토건,B,B,B,B,2020
910,남광토건,C,D,C,B,2021
911,남광토건,C,D,D,B,2022
912,남광토건,D,C,D,D,2023
913,남광토건,D,C,D,D,2024
914,남선알미늄,B,C,B+,B,2020
915,남선알미늄,C,C,B,B,2021
916,남선알미늄,D,D,D,C,2022
917,남선알미늄,D,C,C,D,2023
918,남선알미늄,D,C,C,D,2024
919,남성,C,D,B,B,2020
920,남성,C,D,C,B,2021
921,남성,D,D,D,D,2022
922,남성,D,D,D,C,2023
923,남성,D,D,D,C,2024
924,남양유업,B,C,B,B+,2020
925,남양유업,B+,B+,B+,B+,2021
926,남양유업,C,B,B+,D,2022
927,남양유업,B,B+,A,C,2023
928,남양유업,B,B+,A,C,2024
929,남해화학,B,B,B,B+,2020
930,남해화학,B,C,B,B+,2021
931,남해화학,C,C,C,C,2022
932,남해화학,C,C,C,C,2023
933,남해화학,C,C,C,C,2024
934,넥센,B+,B,B+,B+,2020
935,넥센,B+,B+,A,B,2021
936,넥센,B+,B+,A,B,2022
937,넥센,B+,B+,A,B,2023
938,넥센,B+,B+,A,B,2024
939,넥센타이어,B+,B+,B+,B,2020
940,넥센타이어,B+,B+,A,B+,2021
941,넥센타이어,B+,B+,A,B,2022
942,넥센타이어,B+,A,A,B,2023
943,넥센타이어,B+,A,A,B,2024
944,넷마블,B,D,B+,B+,2020
945,넷마블,B+,D,B+,A,2021
946,넷마블,B,C,B+,B,2022
947,넷마블,B+,B+,A,B+,2023
948,넷마블,B+,B+,A,B+,2024
949,노루페인트,B,B,B,B,2020
950,노루페인트,A,A,A+,B+,2021
951,노루페인트,A,B+,A+,B+,2022
952,노루페인트,B+,A,A+,B,2023
953,노루페인트,B+,A,A+,B,2024
954,노루홀딩스,C,C,B,C,2020
955,노루홀딩스,A,A,A+,B+,2021
956,노루홀딩스,A,B+,A+,B+,2022
957,노루홀딩스,A,A,A+,B+,2023
958,노루홀딩스,A,A,A+,B+,2024
959,녹십자,B+,B,A,B,2020
960,녹십자,B+,B+,B+,B+,2021
961,녹십자,B+,B,A,B,2022
962,녹십자,B+,B+,A,B,2023
963,녹십자,B+,B+,A,B,2024
964,녹십자홀딩스,B,C,B+,B,2020
965,녹십자홀딩스,B+,B+,B+,B+,2021
966,녹십자홀딩스,B+,B,A,B+,2022
967,녹십자홀딩스,B+,B+,A,B+,2023
968,녹십자홀딩스,B+,B+,A,B+,2024
969,농심,B+,B+,A,B,2020
970,농심,B+,B,A,B,2021
971,농심,C,B,A,D,2022
972,농심,B+,A,A,B,2023
973,농심,B+,A,A,B,2024
974,농심홀딩스,B+,B,B+,B+,2020
975,농심홀딩스,B+,B,A,B+,2021
976,농심홀딩스,C,B,B+,C,2022
977,농심홀딩스,B+,B+,A,B,2023
978,농심홀딩스,B+,B+,A,B,2024
979,다스코,B,C,B,B+,2020
980,다스코,B,B,C,B+,2021
981,다스코,D,D,D,C,2022
982,다스코,C,C,C,C,2023
983,다스코,C,C,C,C,2024
984,다올투자증권,C,D,B,C,2020
985,다올투자증권,B+,C,A,B+,2021
986,다올투자증권,B+,B,B,B+,2022
987,다올투자증권,B+,B+,B+,B+,2023
988,다올투자증권,B+,B+,B+,B+,2024
989,다우기술,B,C,B+,B,2020
990,다우기술,B+,B,A,B+,2021
991,다우기술,C,B+,A,C,2022
992,다우기술,B+,A,A+,B,2023
993,다우기술,B+,A,A+,B,2024
994,다이나믹디자인,C,D,C,C,2020
995,다이나믹디자인,C,C,C,C,2021
996,다이나믹디자인,D,D,D,C,2022
997,다이나믹디자인,D,D,D,D,2023
998,다이나믹디자인,D,D,D,D,2024
999,대교,B+,D,B+,A,2020
1000,대교,B+,D,B+,A,2021
1001,대교,B,D,B+,B+,2022
1002,대교,B+,C,B+,B+,2023
1003,대교,B+,C,B+,B+,2024
1004,대구백화점,B,D,B,B+,2020
1005,대구백화점,B,D,B+,B+,2021
1006,대구백화점,C,D,D,B+,2022
1007,대구백화점,C,D,C,B,2023
1008,대구백화점,C,D,C,B,2024
1009,대덕,A,B+,A,A,2020
1010,대덕,A,B+,A,A,2021
1011,대덕,B+,B,A,B,2022
1012,대덕,B+,A,A,B,2023
1013,대덕,B+,A,A,B,2024
1014,대덕전자,B+,B,A,B+,2022
1015,대덕전자,A,A,A,B+,2023
1016,대덕전자,A,A,A,B+,2024
1017,대동,B,B,B,B,2020
1018,대동,B+,B,B,B+,2021
1019,대동,D,C,C,D,2022
1020,대동,C,B,A,D,2023
1021,대동,C,B,A,D,2024
1022,대동전자,C,B,C,C,2020
1023,대동전자,C,C,C,B+,2021
1024,대동전자,C,D,D,B,2022
1025,대동전자,D,D,D,C,2023
1026,대동전자,D,D,D,C,2024
1027,대림비앤코,B,C,B,B+,2020
1028,대림비앤코,C,C,C,B+,2021
1029,대림비앤코,D,D,D,C,2022
1030,대림비앤코,C,C,C,C,2023
1031,대림비앤코,C,C,C,C,2024
1032,대림통상,B,B,B,B,2020
1033,대림통상,C,C,C,C,2021
1034,대림통상,D,D,D,D,2022
1035,대림통상,D,C,C,D,2023
1036,대림통상,D,C,C,D,2024
1037,대상,B,B,B+,B,2020
1038,대상,A,A,A+,B+,2021
1039,대상,B+,A,A+,B,2022
1040,대상,A,A,A+,B+,2023
1041,대상,A,A,A+,B+,2024
1042,대상홀딩스,B,C,B,B,2020
1043,대상홀딩스,A,A,A+,B+,2021
1044,대상홀딩스,B+,A,A+,B,2022
1045,대상홀딩스,B+,A,A+,B,2023
1046,대상홀딩스,B+,A,A+,B,2024
1047,대성산업,C,C,B,C,2020
1048,대성산업,C,C,C,B+,2021
1049,대성산업,D,D,C,D,2022
1050,대성산업,D,D,D,D,2023
1051,대성산업,D,D,D,D,2024
1052,대성에너지,B,B,B+,B,2020
1053,대성에너지,B,B,B,B,2021
1054,대성에너지,C,D,B,C,2022
1055,대성에너지,C,C,C,C,2023
1056,대성에너지,C,C,C,C,2024
1057,대성홀딩스,B,C,B+,B,2020
1058,대성홀딩스,B,C,B+,B,2021
1059,대성홀딩스,C,D,B,C,2022
1060,대성홀딩스,C,C,C,C,2023
1061,대성홀딩스,C,C,C,C,2024
1062,대신증권,B,D,B+,B+,2020
1063,대신증권,A,B,A+,A,2021
1064,대신증권,B+,B,B+,B+,2022
1065,대신증권,B+,B,A,B+,2023
1066,대신증권,B+,B,A,B+,2024
1067,대양금속,B,B,C,B,2020
1068,대양금속,C,C,C,B,2021
1069,대양금속,D,D,D,D,2022
1070,대양금속,D,C,C,D,2023
1071,대양금속,D,C,C,D,2024
1072,대영포장,C,B,C,D,2020
1073,대영포장,C,C,C,C,2021
1074,대영포장,D,D,D,D,2022
1075,대영포장,D,D,C,D,2023
1076,대영포장,D,D,C,D,2024
1077,대우건설,B+,A,B,B+,2020
1078,대우건설,A,B+,A,A,2021
1079,대우건설,B+,B+,B+,B+,2022
1080,대우건설,A,A+,B+,A,2023
1081,대우건설,A,A+,B+,A,2024
1082,대우부품,D,D,C,C,2020
1083,대우부품,C,C,C,B,2021
1084,대우부품,D,D,D,D,2022
1085,대우부품,D,D,D,D,2023
1086,대우부품,D,D,D,D,2024
1087,대웅,C,C,B+,C,2020
1088,대웅,B,D,B+,B,2021
1089,대웅,B+,B,A,B,2022
1090,대웅,B+,A,A,B+,2023
1091,대웅,B+,A,A,B+,2024
1092,대웅제약,B+,B,B+,B+,2020
1093,대웅제약,C,D,B,B,2021
1094,대웅제약,B+,B,A,B,2022
1095,대웅제약,B+,A,A,B,2023
1096,대웅제약,B+,A,A,B,2024
1097,대원강업,B,B,B+,B,2020
1098,대원강업,B,B,C,B+,2021
1099,대원강업,C,C,D,C,2022
1100,대원강업,C,B,B+,C,2023
1101,대원강업,C,B,B+,C,2024
1102,대원전선,C,C,C,C,2020
1103,대원전선,C,C,C,B,2021
1104,대원전선,D,D,D,D,2022
1105,대원전선,D,C,D,D,2023
1106,대원전선,D,C,D,D,2024
1107,대원제약,B,D,B+,B+,2020
1108,대원제약,B,D,B,B+,2021
1109,대원제약,B,D,B,B+,2022
1110,대원제약,B,C,B,B+,2023
1111,대원제약,B,C,B,B+,2024
1112,대원화성,B+,B+,B,B+,2020
1113,대원화성,B,B,B,B+,2021
1114,대원화성,D,C,C,D,2022
1115,대원화성,D,C,D,D,2023
1116,대원화성,D,C,D,D,2024
1117,대유에이텍,C,C,C,C,2020
1118,대유에이텍,C,C,C,B,2021
1119,대유에이텍,D,D,C,D,2022
1120,대유에이텍,C,C,B,D,2023
1121,대유에이텍,C,C,B,D,2024
1122,대유플러스,C,C,C,C,2020
1123,대유플러스,C,C,C,C,2021
1124,대유플러스,D,D,D,D,2022
1125,대유플러스,D,C,D,D,2023
1126,대유플러스,D,C,D,D,2024
1127,대창,C,B+,B,C,2020
1128,대창,C,B,B,C,2021
1129,대창,D,D,C,D,2022
1130,대창,D,C,D,D,2023
1131,대창,D,C,D,D,2024
1132,대창단조,B,B,B,B,2020
1133,대창단조,B,B,C,B+,2021
1134,대창단조,C,C,C,C,2022
1135,대창단조,C,C,D,C,2023
1136,대창단조,C,C,D,C,2024
1137,대한방직,C,C,C,B+,2020
1138,대한방직,C,C,C,B+,2021
1139,대한방직,C,D,D,B,2022
1140,대한방직,C,C,D,B,2023
1141,대한방직,C,C,D,B,2024
1142,대한유화,B,B+,B+,C,2020
1143,대한유화,B,B,B,B+,2021
1144,대한유화,C,B,B,D,2022
1145,대한유화,B+,B+,B+,B,2023
1146,대한유화,B+,B+,B+,B,2024
